Discipline,Gender,Event,phase,type,order,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,ENG phase Description,FRA phase Description,KOR phase Description,Old DDGEEEP
BTH,M,20KMIS------------,VICT,6,V,Men's 20km Individual Victory Ceremony,"20 km individuel H, cérémonie vainqueurs",남자 개인 20km 메달 시상식,Men's 20km Individual Victory Ceremony,"20 km individuel hommes, cérémonie des vainqueurs",남자 개인 20km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTM020M
BTH,M,20KMIS------------,----,8,,Men's 20km Individual,20 km individuel hommes,남자 개인 20km ,Men's 20km Individual,20 km individuel hommes,남자 개인 20km ,,,,BTM0200
BTH,M,4X7.5KM-----------,FNL-,3,1,Men's 4x7.5km Relay,"Relais 4x7,5 km hommes",남자 계주 4x7.5km,Men's 4x7.5km Relay,"Relais 4x7,5 km hommes",남자 계주 4x7.5km,,,,BTM4071
BTH,M,4X7.5KM-----------,DRAW,7,D,Men's 4x7.5km Relay Information,"Relais 4x7,5 km hommes, informations",남자 계주 4x7.5km 정보,Men's 4x7.5km Relay Information,"Relais 4x7,5 km hommes, informations",남자 계주 4x7.5km 정보,Information,Informations,정보,BTM407E
BTH,M,4X7.5KM-----------,MEET,9,M,Men's 4x7.5km Relay - TCM,"Relais 4x7,5 km H, réunion chefs d'équ.",남자 계주 4x7.5km - 대표자회의,Men's 4x7.5km Relay - Team Captain Meeting,"Relais 4x7,5 km hommes, réunion des chefs d'équipe",남자 계주 4x7.5km - 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,BTM407T
BTH,M,4X7.5KM-----------,TRNO,1,T,Men's 4x7.5km Relay Official Training,"Relais 4x7,5 km hommes, entr. officiel",남자 계주 4x7.5km 공식연습,Men's 4x7.5km Relay Official Training,"Relais 4x7,5 km hommes, entraînement officiel",남자 계주 4x7.5km 공식연습,Official Training,Entraînement officiel,공식연습,BTM407O
BTH,M,4X7.5KM-----------,ZERO,8,T,Men's 4x7.5km Relay Zeroing,"Relais 4x7,5 km hommes, tirs d'essai",남자 계주 4x7.5km 영점 사격,Men's 4x7.5km Relay Zeroing,"Relais 4x7,5 km hommes, tirs d'essai",남자 계주 4x7.5km 영점 사격,Zeroing,Tirs d'essai,영점 사격,BTM407U
BTH,M,4X7.5KM-----------,VICT,6,V,Men's 4x7.5km Relay Victory Ceremony,"Relais 4x7,5 km H, cérémonie vainqueurs",남자 계주 4x7.5km 메달 시상식,Men's 4x7.5km Relay Victory Ceremony,"Relais 4x7,5 km hommes, cérémonie des vainqueurs",남자 계주 4x7.5km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTM407M
BTH,M,4X7.5KM-----------,----,8,,Men's 4x7.5km Relay,"Relais 4x7,5 km hommes",남자 계주 4x7.5km,Men's 4x7.5km Relay,"Relais 4x7,5 km hommes",남자 계주 4x7.5km,,,,BTM4070
BTH,W,------------------,----,8,,Women's Biathlon,Biathlon femmes,바이애슬론 여자,Women's Biathlon,Biathlon femmes,바이애슬론 여자,,,,BTW0000
BTH,W,10KMPU------------,FNL-,3,1,Women's 10km Pursuit,10 km poursuite femmes,여자 추적 10km ,Women's 10km Pursuit,10 km poursuite femmes,여자 추적 10km ,,,,BTW5101
BTH,W,10KMPU------------,TRNO,1,T,Women's 10km Pursuit Official Training,"10 km poursuite femmes, entr. officiel",여자 추적 10km 공식연습,Women's 10km Pursuit Official Training,"10 km poursuite femmes, entraînement officiel",여자 추적 10km 공식연습,Official Training,Entraînement officiel,공식연습,BTW510O
BTH,W,10KMPU------------,ZERO,8,T,Women's 10km Pursuit Zeroing,"10 km poursuite femmes, tirs d'essai",여자 추적 10km 영점 사격,Women's 10km Pursuit Zeroing,"10 km poursuite femmes, tirs d'essai",여자 추적 10km 영점 사격,Zeroing,Tirs d'essai,영점 사격,BTW510U
BTH,W,10KMPU------------,VICT,6,V,Women's 10km Pursuit Victory Ceremony,"10 km poursuite F, cérémonie vainqueurs",여자 추적 10km 메달 시상식,Women's 10km Pursuit Victory Ceremony,"10 km poursuite femmes, cérémonie des vainqueurs",여자 추적 10km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTW510M
BTH,W,10KMPU------------,----,8,,Women's 10km Pursuit,10 km poursuite femmes,여자 추적 10km ,Women's 10km Pursuit,10 km poursuite femmes,여자 추적 10km ,,,,BTW5100
BTH,W,12.5KMMS----------,FNL-,3,1,Women's 12.5km Mass Start,"12,5 km départ groupé femmes",여자 단체출발 12.5km ,Women's 12.5km Mass Start,"12,5 km départ groupé femmes",여자 단체출발 12.5km ,,,,BTW7121
BTH,W,12.5KMMS----------,TRNO,1,T,Women's 12.5km Mass Start Off. Training,"12,5 km départ groupé F, entr. officiel",여자 단체출발 12.5km 공식연습,Women's 12.5km Mass Start Official Training,"12,5 km départ groupé femmes, entraînement officiel",여자 단체출발 12.5km 공식연습,Official Training,Entraînement officiel,공식연습,BTW712O
BTH,W,12.5KMMS----------,ZERO,8,T,Women's 12.5km Mass Start Zeroing,"12,5 km départ groupé femmes, tirs essai",여자 단체출발 12.5km 영점 사격,Women's 12.5km Mass Start Zeroing,"12,5 km départ groupé femmes, tirs d'essai",여자 단체출발 12.5km 영점 사격,Zeroing,Tirs d'essai,영점 사격,BTW712U
BTH,W,12.5KMMS----------,VICT,6,V,Women's 12.5km Mass Start Vict. Ceremony,"12,5 km départ groupé F, cérémonie vainq",여자 단체출발 12.5km 메달 시상식,Women's 12.5km Mass Start Victory Ceremony,"12,5 km départ groupé femmes, cérémonie des vainqueurs",여자 단체출발 12.5km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTW712M
BTH,W,12.5KMMS----------,----,8,,Women's 12.5km Mass Start,"12,5 km départ groupé femmes",여자 단체출발 12.5km ,Women's 12.5km Mass Start,"12,5 km départ groupé femmes",여자 단체출발 12.5km ,,,,BTW7120
BTH,W,15KMIS------------,FNL-,3,1,Women's 15km Individual,15 km individuel femmes,여자 개인 15km ,Women's 15km Individual,15 km individuel femmes,여자 개인 15km ,,,,BTW0151
BTH,W,15KMIS------------,DRAW,7,D,Women's 15km Individual Draw,"15 km individuel femmes, tirage au sort",여자 개인 15km 추첨,Women's 15km Individual Draw,"15 km individuel femmes, tirage au sort",여자 개인 15km 추첨,Draw,Tirage au sort,추첨,BTW015E
BTH,W,15KMIS------------,TRNO,1,T,Women's 15km Individual Off. Training,"15 km individuel femmes, entr. officiel",여자 개인 15km 공식연습,Women's 15km Individual Official Training,"15 km individuel femmes, entraînement offficiel",여자 개인 15km 공식연습,Official Training,Entraînement offficiel,공식연습,BTW015O
BTH,W,15KMIS------------,ZERO,8,T,Women's 15km Individual Zeroing,"15 km individuel femmes, tirs d'essai",여자 개인 15km 영점 사격,Women's 15km Individual Zeroing,"15 km individuel femmes, tirs d'essai",여자 개인 15km 영점 사격,Zeroing,Tirs d'essai,영점 사격,BTW015U
BTH,W,15KMIS------------,VICT,6,V,Women's 15km Individual Victory Ceremony,"15 km individuel F, cérémonie vainqueurs",여자 개인 15km 메달 시상식,Women's 15km Individual Victory Ceremony,"15 km individuel femmes, cérémonie des vainqueurs",여자 개인 15km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTW015M
BTH,W,15KMIS------------,----,8,,Women's 15km Individual,15 km individuel femmes,여자 개인 15km ,Women's 15km Individual,15 km individuel femmes,여자 개인 15km ,,,,BTW0150
BTH,W,4X6KM-------------,FNL-,3,1,Women's 4x6km Relay,Relais 4x6 km femmes,여자 계주 4x6km,Women's 4x6km Relay,Relais 4x6 km femmes,여자 계주 4x6km,,,,BTW4061
BTH,W,4X6KM-------------,DRAW,7,D,Women's 4x6km Relay Information,"Relais 4x6 km femmes, informations",여자 계주 4x6km 정보,Women's 4x6km Relay Information,"Relais 4x6 km femmes, informations",여자 계주 4x6km 정보,Information,Informations,정보,BTW406E
BTH,W,4X6KM-------------,MEET,9,M,Women's 4x6km Relay - TCM,"Relais 4x6 km F, réunion chefs d'équipe",여자 계주 4x6km - 대표자회의,Women's 4x6km Relay - Team Captain Meeting,"Relais 4x6 km femmes, réunion des chefs d'équipe",여자 계주 4x6km - 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,BTW406T
BTH,W,4X6KM-------------,TRNO,1,T,Women's 4x6km Relay Official Training,"Relais 4x6 km femmes, entr. officiel",여자 계주 4x6km 공식연습,Women's 4x6km Relay Official Training,"Relais 4x6 km femmes, entraînement officiel",여자 계주 4x6km 공식연습,Official Training,Entraînement officiel,공식연습,BTW406O
BTH,W,4X6KM-------------,ZERO,8,T,Women's 4x6km Relay Zeroing,"Relais 4x6 km femmes, tirs d'essai",여자 계주 4x6km 영접 사격,Women's 4x6km Relay Zeroing,"Relais 4x6 km femmes, tirs d'essai",여자 계주 4x6km 영접 사격,Zeroing,Tirs d'essai,영점 사격,BTW406U
BTH,W,4X6KM-------------,VICT,6,V,Women's 4x6km Relay Victory Ceremony,"Relais 4x6 km F, cérémonie vainqueurs",여자 계주 4x6km 메달 시상식,Women's 4x6km Relay Victory Ceremony,"Relais 4x6 km femmes, cérémonie des vainqueurs",여자 계주 4x6km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTW406M
BTH,W,4X6KM-------------,----,8,,Women's 4x6km Relay,Relais 4x6 km femmes,여자 계주 4x6km,Women's 4x6km Relay,Relais 4x6 km femmes,여자 계주 4x6km,,,,BTW4060
BTH,W,7.5KMSP-----------,FNL-,3,1,Women's 7.5km Sprint,"7,5 km sprint femmes",여자 스프린트 7.5km ,Women's 7.5km Sprint,"7,5 km sprint femmes",여자 스프린트 7.5km ,,,,BTW0071
BTH,W,7.5KMSP-----------,DRAW,7,D,Women's 7.5km Sprint Draw,"7,5 km sprint femmes, tirage au sort",여자 스프린트 7.5km 추첨,Women's 7.5km Sprint Draw,"7,5 km sprint femmes, tirage au sort",여자 스프린트 7.5km 추첨,Draw,Tirage au sort,추첨,BTW007E
BTH,W,7.5KMSP-----------,TRNO,1,T,Women's 7.5km Sprint Official Training,"7,5 km sprint femmes, entr. officiel",여자 스프린트 7.5km 공식연습,Women's 7.5km Sprint Official Training,"7,5 km sprint femmes, entraînement officiel",여자 스프린트 7.5km 공식연습,Official Training,Entraînement officiel,공식연습,BTW007O
BTH,W,7.5KMSP-----------,ZERO,8,T,Women's 7.5km Sprint Zeroing,"7,5 km sprint femmes, tirs d'essai",여자 스프린트 7.5km 영점 사격,Women's 7.5km Sprint Zeroing,"7,5 km sprint femmes, tirs d'essai",여자 스프린트 7.5km 영점 사격,Zeroing,Tirs d'essai,영점 사격,BTW007U
BTH,W,7.5KMSP-----------,VICT,6,V,Women's 7.5km Sprint Victory Ceremony,"7,5 km sprint F, cérémonie vainqueurs",여자 스프린트 7.5km 메달 시상식,Women's 7.5km Sprint Victory Ceremony,"7,5 km sprint femmes, cérémonie des vainqueurs",여자 스프린트 7.5km 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTW007M
BTH,W,7.5KMSP-----------,----,8,,Women's 7.5km Sprint,"7,5 km sprint femmes",여자 스프린트 7.5km ,Women's 7.5km Sprint,"7,5 km sprint femmes",여자 스프린트 7.5km ,,,,BTW0070
BTH,X,RELAY4------------,FNL-,3,1,2x6km Women + 2x7.5km Men Mixed Relay,"Relais mixte 2x6 km F + 2x7,5 km H",혼성 계주,2x6km Women + 2x7.5km Men Mixed Relay,"Relais mixte 2x6 km femmes + 2x7,5 km hommes",2x6km 여자 + 2x7.5km 남자 혼성 계주,,,,BTX4081
BTH,X,RELAY4------------,DRAW,7,D,Mixed Relay Information,"Relais mixte, informations",혼성 계주 정보,2x6km Women + 2x7.5km Men Mixed Relay Information,"Relais mixte 2x6 km femmes + 2x7,5 km hommes, informations",2x6km 여자 + 2x7.5km 남자 혼성 계주 정보,Information,Informations,정보,BTX408E
BTH,X,RELAY4------------,MEET,9,M,Mixed Relay - Team Captain Meeting,"Relais mixte, réunion chefs d'équipe",혼성 계주 - 대표자회의,2x6km Women + 2x7.5km Men Mixed Relay - Team Captain Meeting,"Relais mixte 2x6 km femmes + 2x7,5 km hommes, réunion des chefs d'équipe",2x6km 여자 + 2x7.5km 남자 혼성 계주 - 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,BTX408T
BTH,X,RELAY4------------,TRNO,1,T,Mixed Relay Official Training,"Relais mixte, entraînement officiel",혼성 계주 공식연습,2x6km Women + 2x7.5km Men Mixed Relay Official Training,"Relais mixte 2x6 km femmes + 2x7,5 km hommes, entraînement officiel",2x6km 여자 + 2x7.5km 남자 혼성 계주 공식연습,Official Training,Entraînement officiel,공식연습,BTX408O
BTH,X,RELAY4------------,ZERO,8,T,Mixed Relay Zeroing,"Relais mixte, tirs d'essai",혼성 계주 영점 사격,2x6km Women + 2x7.5km Men Mixed Relay Zeroing,"Relais mixte 2x6 km femmes + 2x7,5 km hommes, tirs d'essai",2x6km 여자 + 2x7.5km 남자 혼성 계주 영점 사격,Relay Zeroing,Tirs d'essai,계주 영정 사격,BTX408U
BTH,X,RELAY4------------,VICT,6,V,Mixed Relay Victory Ceremony,"Relais mixte, cérémonie des vainqueurs",혼성 계주 메달 시상식,2x6km Women + 2x7.5km Men Mixed Relay Victory Ceremony,"Relais mixte 2x6 km femmes + 2x7,5 km hommes, cérémonie des vainqueurs",2x6km 여자 + 2x7.5km 남자 혼성 계주 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,BTX408M
BTH,X,RELAY4------------,----,8,,2x6km Women + 2x7.5km Men Mixed Relay,"Relais mixte 2x6 km F + 2x7,5 km H",혼성 계주,2x6km Women + 2x7.5km Men Mixed Relay,"Relais mixte 2x6 km femmes + 2x7,5 km hommes",2x6km 여자 + 2x7.5km 남자 혼성 계주,,,,BTX4080
CCS,-,------------------,DRAW,7,D,Cross-Country Skiing Draw,"Ski de fond, tirage au sort",크로스컨트리 스키 추첨,Cross-Country Skiing Draw,"Ski de fond, tirage au sort",크로스컨트리 스키 추첨,Draw,Tirage au sort,추첨,CC0000E
CCS,-,------------------,MEET,9,M,Cross-Country Skiing TCM,"Ski de fond, réunion chefs d'équipe",크로스컨트리 스키 대표자회의,"Cross-Country Skiing, Team Captain Meeting","Ski de fond, réunion des chefs d'équipe",크로스컨트리 스키 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CC0000T
CCS,-,------------------,----,8,,Cross-Country Skiing,Ski de fond,크로스컨트리 스키,Cross-Country Skiing,Ski de fond,크로스컨트리 스키,,,,CC00000
CCS,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
CCS,M,------------------,----,8,,Men's Cross-Country Skiing,Ski de fond hommes,크로스컨트리 스키 남자,Men's Cross-Country Skiing,Ski de fond hommes,크로스컨트리 스키 남자,,,,CCM0000
CCS,M,15KMIS------------,FNL-,3,1,Men's 15km Free,15 km libre hommes,남자 15km 프리,Men's 15km Free,15 km libre hommes,남자 15km 프리,,,,CCM0151
CCS,M,15KMIS------------,DRAW,7,D,Men's 15km Free Draw,"15 km libre hommes, tirage au sort",남자 15km 프리 추첨,Men's 15km Free Draw,"15 km libre hommes, tirage au sort",남자 15km 프리 추첨,Draw,Tirage au sort,추첨,CCM015E
CCS,M,15KMIS------------,MEET,9,M,"Men's 15km Free, TCM","15 km libre hommes, réun. chefs d'équipe",남자 15km 프리 대표자회의,"Men's 15km Free, Team Captain Meeting","15 km libre hommes, réunion des chefs d'équipe",남자 15km 프리 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM015T
CCS,M,15KMIS------------,VICT,6,V,Men's 15km Free Victory Ceremony,"15 km libre hommes, cérémonie vainqueurs",남자 15km 프리 메달 시상식,Men's 15km Free Victory Ceremony,"15 km libre hommes, cérémonie des vainqueurs",남자 15km 프리 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCM015M
CCS,M,15KMIS------------,----,8,,Men's 15km Free,15 km libre hommes,남자 15km 프리,Men's 15km Free,15 km libre hommes,남자 15km 프리,,,,CCM0150
CCS,M,4X10KM------------,FNL-,3,1,Men's 4 x 10km Relay,Relais 4x10 km hommes,남자 4 x 10km 계주,Men's 4 x 10km Relay,Relais 4x10 km hommes,남자 4 x 10km 계주,,,,CCM4101
CCS,M,4X10KM------------,MEET,9,M,"Men's 4 x 10km Relay, TCM","Relais 4x10 km H, réun. chefs d'équipe",남자 4 x 10km 계주 대표자회의,"Men's 4 x 10km Relay, Team Captain Meeting","Relais 4x10 km hommes, réunion des chefs d'équipe",남자 4 x 10km 계주 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM410T
CCS,M,4X10KM------------,VICT,6,V,Men's 4 x 10km Relay Victory Ceremony,"Relais 4x10 km H, cérémonie vainqueurs",남자 4 x 10km 계주 메달 시상식,Men's 4 x 10km Relay Victory Ceremony,"Relais 4x10 km hommes, cérémonie des vainqueurs",남자 4 x 10km 계주 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCM410M
CCS,M,4X10KM------------,----,8,,Men's 4 x 10km Relay,Relais 4x10 km hommes,남자 4 x 10km 계주,Men's 4 x 10km Relay,Relais 4x10 km hommes,남자 4 x 10km 계주,,,,CCM4100
CCS,M,50KMMS------------,FNL-,3,1,Men's 50km Mass Start Classic,Départ groupé 50 km classique hommes,남자 50km 단체출발 클래식,Men's 50km Mass Start Classic,Départ groupé 50 km classique hommes,남자 50km 단체출발 클래식,,,,CCM7501
CCS,M,50KMMS------------,MEET,9,M,"Men's 50km Mass Start Classic, TCM","Départ groupé 50 km cla. H, réun. ch. éq",남자 50km 단체출발 클래식 대표자회의,"Men's 50km Mass Start Classic, Team Captain Meeting","Départ groupé 50 km classique hommes, réunion des chefs d'équipe",남자 50km 단체출발 클래식 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM750T
CCS,M,50KMMS------------,VICT,6,V,Men's 50km Mass Start Classic Vict. Cer.,"Départ groupé 50 km cla H, cérém. vainq.",남자 50km 단체출발 클래식 메달 시상식,Men's 50km Mass Start Classic Victory Ceremony,"Départ groupé 50 km classique hommes, cérémonie des vainqueurs",남자 50km 단체출발 클래식 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,CCM750M
CCS,M,50KMMS------------,----,8,,Men's 50km Mass Start Classic,Départ groupé 50 km classique hommes,남자 50km 단체출발 클래식,Men's 50km Mass Start Classic,Départ groupé 50 km classique hommes,남자 50km 단체출발 클래식,,,,CCM7500
CCS,M,SKIATHLN----------,FNL-,3,1,Men's 15km + 15km Skiathlon,Skiathlon 15 km+15 km hommes,남자 15km + 15km 스키애슬론,Men's 15km + 15km Skiathlon,Skiathlon 15 km+15 km hommes,남자 15km + 15km 스키애슬론,,,,CCM8301
CCS,M,SKIATHLN----------,MEET,9,M,"Men's 15km + 15km Skiathlon, TCM","Skiathlon 15+15 km H, réun. chefs équ.",남자 15km + 15km 스키애슬론 대표자회의,"Men's 15km + 15km Skiathlon, Team Captain Meeting","Skiathlon 15 km+15 km hommes, réunion des chefs d'équipe",남자 15km + 15km 스키애슬론 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,CCM830T
